,x,y,z,data
483,-769.230769231,-1692.30769231,-150.0,-22.5324512968
484,-769.230769231,-1589.74358974,-150.0,-10.7278921875
485,-769.230769231,-1487.17948718,-150.0,25.9648433497
486,-769.230769231,-1384.61538462,-150.0,55.4591194108
487,-769.230769231,-1282.05128205,-150.0,53.6879646584
488,-769.230769231,-1179.48717949,-150.0,10.5341771457
489,-769.230769231,-1076.92307692,-150.0,-38.7633950874
490,-769.230769231,-974.358974359,-150.0,3.32403292101
491,-769.230769231,-871.794871795,-150.0,40.3389842529
492,-769.230769231,-769.230769231,-150.0,43.7778316936
493,-769.230769231,-666.666666667,-150.0,40.7936065258
494,-769.230769231,-564.102564103,-150.0,37.7474435839
495,-769.230769231,-461.538461538,-150.0,35.2299498088
496,-769.230769231,-358.974358974,-150.0,33.0716562285
497,-769.230769231,-256.41025641,-150.0,31.2445161414
498,-769.230769231,-153.846153846,-150.0,31.1369685302
499,-769.230769231,-51.2820512821,-150.0,42.4088548495
500,-769.230769231,51.2820512821,-150.0,85.096719796
501,-769.230769231,153.846153846,-150.0,80.8303112593
502,-769.230769231,256.41025641,-150.0,39.0043885921
503,-769.230769231,358.974358974,-150.0,29.795514286
504,-769.230769231,461.538461538,-150.0,30.4479364364
505,-769.230769231,564.102564103,-150.0,32.2908384749
506,-769.230769231,666.666666667,-150.0,34.201587704
507,-769.230769231,769.230769231,-150.0,36.2224997259
508,-769.230769231,871.794871795,-150.0,38.545745157
509,-769.230769231,974.358974359,-150.0,41.3817678662
510,-769.230769231,1076.92307692,-150.0,44.9049889066
511,-769.230769231,1179.48717949,-150.0,48.9874866053
512,-769.230769231,1282.05128205,-150.0,51.9311896526
513,-769.230769231,1384.61538462,-150.0,45.898167858
514,-769.230769231,1487.17948718,-150.0,15.7938316631
515,-769.230769231,1589.74358974,-150.0,-18.7914683877
516,-769.230769231,1692.30769231,-150.0,-28.0170187341
517,-769.230769231,1794.87179487,-150.0,-25.1644517854
518,-769.230769231,1897.43589744,-150.0,-20.5733440035
519,-769.230769231,2000.0,-150.0,-16.6407352196
520,-666.666666667,-2000.0,-150.0,-14.9999245423
521,-666.666666667,-1897.43589744,-150.0,-18.3424413195
522,-666.666666667,-1794.87179487,-150.0,-21.9508927414
523,-666.666666667,-1692.30769231,-150.0,-23.1144284912
524,-666.666666667,-1589.74358974,-150.0,-11.2549062047
525,-666.666666667,-1487.17948718,-150.0,25.6305645907
526,-666.666666667,-1384.61538462,-150.0,55.5544460333
527,-666.666666667,-1282.05128205,-150.0,54.5308435635
528,-666.666666667,-1179.48717949,-150.0,12.2776696705
529,-666.666666667,-1076.92307692,-150.0,-36.6166197546
530,-666.666666667,-974.358974359,-150.0,4.87299756013
531,-666.666666667,-871.794871795,-150.0,40.743957411
532,-666.666666667,-769.230769231,-150.0,43.1620198931
533,-666.666666667,-666.666666667,-150.0,39.4673472871
534,-666.666666667,-564.102564103,-150.0,35.939777825
535,-666.666666667,-461.538461538,-150.0,33.0567425759
536,-666.666666667,-358.974358974,-150.0,30.5536118975
537,-666.666666667,-256.41025641,-150.0,28.3128069237
538,-666.666666667,-153.846153846,-150.0,27.6336380659
539,-666.666666667,-51.2820512821,-150.0,38.1617609072
540,-666.666666667,51.2820512821,-150.0,80.2157456601
541,-666.666666667,153.846153846,-150.0,75.9492916021
542,-666.666666667,256.41025641,-150.0,34.7436277225
543,-666.666666667,358.974358974,-150.0,26.2431569155
544,-666.666666667,461.538461538,-150.0,27.4138723685
545,-666.666666667,564.102564103,-150.0,29.592681418
546,-666.666666667,666.666666667,-150.0,31.7265737039
547,-666.666666667,769.230769231,-150.0,33.9112966073
548,-666.666666667,871.794871795,-150.0,36.3716621627
549,-666.666666667,974.358974359,-150.0,39.3372243655
550,-666.666666667,1076.92307692,-150.0,42.9933658435
551,-666.666666667,1179.48717949,-150.0,47.2177724965
552,-666.666666667,1282.05128205,-150.0,50.3138728839
553,-666.666666667,1384.61538462,-150.0,44.4417542354
554,-666.666666667,1487.17948718,-150.0,14.5020775872
555,-666.666666667,1589.74358974,-150.0,-19.9211098817
556,-666.666666667,1692.30769231,-150.0,-28.9933441182
557,-666.666666667,1794.87179487,-150.0,-26.0010156077
558,-666.666666667,1897.43589744,-150.0,-21.2862624207
559,-666.666666667,2000.0,-150.0,-17.2466201896
560,-564.102564103,-2000.0,-150.0,-15.3768593516
561,-564.102564103,-1897.43589744,-150.0,-18.7606221443
562,-564.102564103,-1794.87179487,-150.0,-22.3989659061
563,-564.102564103,-1692.30769231,-150.0,-23.5672244744
564,-564.102564103,-1589.74358974,-150.0,-11.6660645334
565,-564.102564103,-1487.17948718,-150.0,25.3355389849
566,-564.102564103,-1384.61538462,-150.0,55.4755533433
567,-564.102564103,-1282.05128205,-150.0,54.7577780557
568,-564.102564103,-1179.48717949,-150.0,12.7956518311
569,-564.102564103,-1076.92307692,-150.0,-36.0200772172
570,-564.102564103,-974.358974359,-150.0,5.21850194252
571,-564.102564103,-871.794871795,-150.0,40.6189462464
572,-564.102564103,-769.230769231,-150.0,42.5444618483
573,-564.102564103,-666.666666667,-150.0,38.4407776779
574,-564.102564103,-564.102564103,-150.0,34.595185404
575,-564.102564103,-461.538461538,-150.0,31.4517014817
576,-564.102564103,-358.974358974,-150.0,28.704383144
577,-564.102564103,-256.41025641,-150.0,26.1981785616
578,-564.102564103,-153.846153846,-150.0,25.2116303633
579,-564.102564103,-51.2820512821,-150.0,35.418171751
580,-564.102564103,51.2820512821,-150.0,77.2457667763
581,-564.102564103,153.846153846,-150.0,72.9769330452
582,-564.102564103,256.41025641,-150.0,31.9859475925
583,-564.102564103,358.974358974,-150.0,23.7809213335
584,-564.102564103,461.538461538,-150.0,25.2173605825
585,-564.102564103,564.102564103,-150.0,27.6005403565
586,-564.102564103,666.666666667,-150.0,29.8875853125
587,-564.102564103,769.230769231,-150.0,32.1933612964
588,-564.102564103,871.794871795,-150.0,34.7588057598
589,-564.102564103,974.358974359,-150.0,37.8244445865
590,-564.102564103,1076.92307692,-150.0,41.5820224688
591,-564.102564103,1179.48717949,-150.0,45.9119030189
592,-564.102564103,1282.05128205,-150.0,49.117396776
593,-564.102564103,1384.61538462,-150.0,43.3565834656
594,-564.102564103,1487.17948718,-150.0,13.5271815048
595,-564.102564103,1589.74358974,-150.0,-20.7897390661
596,-564.102564103,1692.30769231,-150.0,-29.7620592845
597,-564.102564103,1794.87179487,-150.0,-26.6775890805
598,-564.102564103,1897.43589744,-150.0,-21.8790307611
599,-564.102564103,2000.0,-150.0,-17.7639039505
600,-461.538461538,-2000.0,-150.0,-15.695557766
601,-461.538461538,-1897.43589744,-150.0,-19.1118857983
602,-461.538461538,-1794.87179487,-150.0,-22.7743259922
603,-461.538461538,-1692.30769231,-150.0,-23.9493536074
604,-461.538461538,-1589.74358974,-150.0,-12.0255745751
605,-461.538461538,-1487.17948718,-150.0,25.0407710546
606,-461.538461538,-1384.61538462,-150.0,55.2925217333
607,-461.538461538,-1282.05128205,-150.0,54.7140877458
608,-461.538461538,-1179.48717949,-150.0,12.8616782457
609,-461.538461538,-1076.92307692,-150.0,-35.9504987821
610,-461.538461538,-974.358974359,-150.0,5.14822902476
611,-461.538461538,-871.794871795,-150.0,40.3038153446
612,-461.538461538,-769.230769231,-150.0,41.955801397
613,-461.538461538,-666.666666667,-150.0,37.6049825208
614,-461.538461538,-564.102564103,-150.0,33.5539982663
615,-461.538461538,-461.538461538,-150.0,30.2362297467
616,-461.538461538,-358.974358974,-150.0,27.3260924296
617,-461.538461538,-256.41025641,-150.0,24.6514651841
618,-461.538461538,-153.846153846,-150.0,23.4872192595
619,-461.538461538,-51.2820512821,-150.0,33.5286061026
620,-461.538461538,51.2820512821,-150.0,75.2512854997
621,-461.538461538,153.846153846,-150.0,70.9805089084
622,-461.538461538,256.41025641,-150.0,30.0862926785
623,-461.538461538,358.974358974,-150.0,22.0282380634
624,-461.538461538,461.538461538,-150.0,23.6123232349
625,-461.538461538,564.102564103,-150.0,26.1202513616
626,-461.538461538,666.666666667,-150.0,28.5077974391
627,-461.538461538,769.230769231,-150.0,30.8978806337
628,-461.538461538,871.794871795,-150.0,33.5404624217
629,-461.538461538,974.358974359,-150.0,36.6826579298
630,-461.538461538,1076.92307692,-150.0,40.5194804128
631,-461.538461538,1179.48717949,-150.0,44.9314088781
632,-461.538461538,1282.05128205,-150.0,48.2195424223
633,-461.538461538,1384.61538462,-150.0,42.5387590917
634,-461.538461538,1487.17948718,-150.0,12.7840437435
635,-461.538461538,1589.74358974,-150.0,-21.464785427
636,-461.538461538,1692.30769231,-150.0,-30.3752024629
637,-461.538461538,1794.87179487,-150.0,-27.2335648506
638,-461.538461538,1897.43589744,-150.0,-22.3810231617
639,-461.538461538,2000.0,-150.0,-18.2141633694
640,-358.974358974,-2000.0,-150.0,-15.9721358312
641,-358.974358974,-1897.43589744,-150.0,-19.4191064412
642,-358.974358974,-1794.87179487,-150.0,-23.107367387
643,-358.974358974,-1692.30769231,-150.0,-24.2966729627
644,-358.974358974,-1589.74358974,-150.0,-12.3650698877
645,-358.974358974,-1487.17948718,-150.0,24.7453228388
646,-358.974358974,-1384.61538462,-150.0,55.0891042808
647,-358.974358974,-1282.05128205,-150.0,54.6420540509
648,-358.974358974,-1179.48717949,-150.0,12.9072572906
649,-358.974358974,-1076.92307692,-150.0,-35.8872728823
650,-358.974358974,-974.358974359,-150.0,5.08520618534
651,-358.974358974,-871.794871795,-150.0,40.0204252314
652,-358.974358974,-769.230769231,-150.0,41.4453381775
653,-358.974358974,-666.666666667,-150.0,36.9104909551
654,-358.974358974,-564.102564103,-150.0,32.7217522334
655,-358.974358974,-461.538461538,-150.0,29.2943951329
656,-358.974358974,-358.974358974,-150.0,26.2808675587
657,-358.974358974,-256.41025641,-150.0,23.4899612935
658,-358.974358974,-153.846153846,-150.0,22.1877651081
659,-358.974358974,-51.2820512821,-150.0,32.0864299202
660,-358.974358974,51.2820512821,-150.0,73.7131733796
661,-358.974358974,153.846153846,-150.0,69.4455127384
662,-358.974358974,256.41025641,-150.0,28.6475675544
663,-358.974358974,358.974358974,-150.0,20.7204871649
664,-358.974358974,461.538461538,-150.0,22.4203978659
665,-358.974358974,564.102564103,-150.0,25.014676469
666,-358.974358974,666.666666667,-150.0,27.4663464211
667,-358.974358974,769.230769231,-150.0,29.9104265357
668,-358.974358974,871.794871795,-150.0,32.6067413967
669,-358.974358974,974.358974359,-150.0,35.8082980528
670,-358.974358974,1076.92307692,-150.0,39.7116395317
671,-358.974358974,1179.48717949,-150.0,44.1944961782
672,-358.974358974,1282.05128205,-150.0,47.55209671
673,-358.974358974,1384.61538462,-150.0,41.9328290258
674,-358.974358974,1487.17948718,-150.0,12.2275001949
675,-358.974358974,1589.74358974,-150.0,-21.9841150588
676,-358.974358974,1692.30769231,-150.0,-30.8656652451
677,-358.974358974,1794.87179487,-150.0,-27.6979239987
678,-358.974358974,1897.43589744,-150.0,-22.8173283444
679,-358.974358974,2000.0,-150.0,-18.6182399296
680,-256.41025641,-2000.0,-150.0,-16.2183623872
681,-256.41025641,-1897.43589744,-150.0,-19.6987616458
682,-256.41025641,-1794.87179487,-150.0,-23.4200795281
683,-256.41025641,-1692.30769231,-150.0,-24.636077858
684,-256.41025641,-1589.74358974,-150.0,-12.7108867843
685,-256.41025641,-1487.17948718,-150.0,24.4426857584
686,-256.41025641,-1384.61538462,-150.0,54.9282253013
687,-256.41025641,-1282.05128205,-150.0,54.7599900037
688,-256.41025641,-1179.48717949,-150.0,13.3616820794
689,-256.41025641,-1076.92307692,-150.0,-35.296995589
690,-256.41025641,-974.358974359,-150.0,5.44340348523
691,-256.41025641,-871.794871795,-150.0,39.9613920871
692,-256.41025641,-769.230769231,-150.0,41.0445742221
693,-256.41025641,-666.666666667,-150.0,36.3148046366
694,-256.41025641,-564.102564103,-150.0,32.0304302682
695,-256.41025641,-461.538461538,-150.0,28.5493081566
696,-256.41025641,-358.974358974,-150.0,25.4811319775
697,-256.41025641,-256.41025641,-150.0,22.5950249494
698,-256.41025641,-153.846153846,-150.0,21.1159034472
699,-256.41025641,-51.2820512821,-150.0,30.7548021001
700,-256.41025641,51.2820512821,-150.0,72.1650310843
701,-256.41025641,153.846153846,-150.0,67.9154329649
702,-256.41025641,256.41025641,-150.0,27.3518124322
703,-256.41025641,358.974358974,-150.0,19.6736873713
704,-256.41025641,461.538461538,-150.0,21.527847175
705,-256.41025641,564.102564103,-150.0,24.1953328368
706,-256.41025641,666.666666667,-150.0,26.6813194265
707,-256.41025641,769.230769231,-150.0,29.1508351104
708,-256.41025641,871.794871795,-150.0,31.8804950242
709,-256.41025641,974.358974359,-150.0,35.1315461955
710,-256.41025641,1076.92307692,-150.0,39.1014935781
711,-256.41025641,1179.48717949,-150.0,43.6611217882
712,-256.41025641,1282.05128205,-150.0,47.092191212
713,-256.41025641,1384.61538462,-150.0,41.5284947982
714,-256.41025641,1487.17948718,-150.0,11.8521512726
715,-256.41025641,1589.74358974,-150.0,-22.3555884181
716,-256.41025641,1692.30769231,-150.0,-31.2477438758
717,-256.41025641,1794.87179487,-150.0,-28.0909739967
718,-256.41025641,1897.43589744,-150.0,-23.2109223049
719,-256.41025641,2000.0,-150.0,-18.998042361
720,-153.846153846,-2000.0,-150.0,-16.4420404186
721,-153.846153846,-1897.43589744,-150.0,-19.9621665867
722,-153.846153846,-1794.87179487,-150.0,-23.7290721276
723,-153.846153846,-1692.30769231,-150.0,-24.9923340999
724,-153.846153846,-1589.74358974,-150.0,-13.0985812259
725,-153.846153846,-1487.17948718,-150.0,24.0960900768
726,-153.846153846,-1384.61538462,-150.0,54.8458635338
727,-153.846153846,-1282.05128205,-150.0,55.4303791362
728,-153.846153846,-1179.48717949,-150.0,15.272701474
729,-153.846153846,-1076.92307692,-150.0,-32.6971778188
730,-153.846153846,-974.358974359,-150.0,7.24614519417
731,-153.846153846,-871.794871795,-150.0,40.4539505823
732,-153.846153846,-769.230769231,-150.0,40.7569736334
733,-153.846153846,-666.666666667,-150.0,35.7528739119
734,-153.846153846,-564.102564103,-150.0,31.4177422142
735,-153.846153846,-461.538461538,-150.0,27.9504064398
736,-153.846153846,-358.974358974,-150.0,24.884524423
737,-153.846153846,-256.41025641,-150.0,21.9102277162
738,-153.846153846,-153.846153846,-150.0,20.1004542599
739,-153.846153846,-51.2820512821,-150.0,28.9962580285
740,-153.846153846,51.2820512821,-150.0,69.5761976142
741,-153.846153846,153.846153846,-150.0,65.3979877488
742,-153.846153846,256.41025641,-150.0,25.7195874818
743,-153.846153846,358.974358974,-150.0,18.7446163251
744,-153.846153846,461.538461538,-150.0,20.883285378
745,-153.846153846,564.102564103,-150.0,23.6159718495
746,-153.846153846,666.666666667,-150.0,26.0977043459
747,-153.846153846,769.230769231,-150.0,28.5582161699
748,-153.846153846,871.794871795,-150.0,31.3015415077
749,-153.846153846,974.358974359,-150.0,34.6028640475
750,-153.846153846,1076.92307692,-150.0,38.66282124
751,-153.846153846,1179.48717949,-150.0,43.338540611
752,-153.846153846,1282.05128205,-150.0,46.8805832083
753,-153.846153846,1384.61538462,-150.0,41.3871039034
754,-153.846153846,1487.17948718,-150.0,11.7192641206
755,-153.846153846,1589.74358974,-150.0,-22.5370788433
756,-153.846153846,1692.30769231,-150.0,-31.5074288443
757,-153.846153846,1794.87179487,-150.0,-28.4230809498
758,-153.846153846,1897.43589744,-150.0,-23.5853527966
759,-153.846153846,2000.0,-150.0,-19.3795618482
760,-51.2820512821,-2000.0,-150.0,-16.647001511
761,-51.2820512821,-1897.43589744,-150.0,-20.2153203347
762,-51.2820512821,-1794.87179487,-150.0,-24.0449267214
763,-51.2820512821,-1692.30769231,-150.0,-25.3869445537
764,-51.2820512821,-1589.74358974,-150.0,-13.5753716754
765,-51.2820512821,-1487.17948718,-150.0,23.6120107162
766,-51.2820512821,-1384.61538462,-150.0,54.7702834588
767,-51.2820512821,-1282.05128205,-150.0,57.3118853669
768,-51.2820512821,-1179.48717949,-150.0,22.1458356778
769,-51.2820512821,-1076.92307692,-150.0,-22.1021266016
770,-51.2820512821,-974.358974359,-150.0,13.9778949242
771,-51.2820512821,-871.794871795,-150.0,42.1070954839
772,-51.2820512821,-769.230769231,-150.0,40.4752258431
773,-51.2820512821,-666.666666667,-150.0,35.1091948962
774,-51.2820512821,-564.102564103,-150.0,30.8199333864
775,-51.2820512821,-461.538461538,-150.0,27.4672301348
776,-51.2820512821,-358.974358974,-150.0,24.4918638422
777,-51.2820512821,-256.41025641,-150.0,21.4674243536
778,-51.2820512821,-153.846153846,-150.0,19.0390584123
779,-51.2820512821,-51.2820512821,-150.0,25.5886141356
780,-51.2820512821,51.2820512821,-150.0,62.1566746269
781,-51.2820512821,153.846153846,-150.0,58.2985429429
782,-51.2820512821,256.41025641,-150.0,22.7243841655
783,-51.2820512821,358.974358974,-150.0,17.8801348355
784,-51.2820512821,461.538461538,-150.0,20.5166324897
785,-51.2820512821,564.102564103,-150.0,23.2648511572
786,-51.2820512821,666.666666667,-150.0,25.6746018352
787,-51.2820512821,769.230769231,-150.0,28.0774688797
788,-51.2820512821,871.794871795,-150.0,30.8131565065
789,-51.2820512821,974.358974359,-150.0,34.1845027106
790,-51.2820512821,1076.92307692,-150.0,38.409884368
791,-51.2820512821,1179.48717949,-150.0,43.3247793273
792,-51.2820512821,1282.05128205,-150.0,47.1020027457
793,-51.2820512821,1384.61538462,-150.0,41.7435019118
794,-51.2820512821,1487.17948718,-150.0,12.0554404074
795,-51.2820512821,1589.74358974,-150.0,-22.3640089039
796,-51.2820512821,1692.30769231,-150.0,-31.5664401402
797,-51.2820512821,1794.87179487,-150.0,-28.6869505231
798,-51.2820512821,1897.43589744,-150.0,-23.9688697751
799,-51.2820512821,2000.0,-150.0,-19.7978804193
800,51.2820512821,-2000.0,-150.0,-16.8329305988
801,51.2820512821,-1897.43589744,-150.0,-20.4579112049
802,51.2820512821,-1794.87179487,-150.0,-24.3686994716
803,51.2820512821,-1692.30769231,-150.0,-25.8283709063
804,51.2820512821,-1589.74358974,-150.0,-14.17979933
805,51.2820512821,-1487.17948718,-150.0,22.8467060428
806,51.2820512821,-1384.61538462,-150.0,54.2935313951
807,51.2820512821,-1282.05128205,-150.0,60.3808837034
808,51.2820512821,-1179.48717949,-150.0,41.469368987
809,51.2820512821,-1076.92307692,-150.0,14.1320142881
810,51.2820512821,-974.358974359,-150.0,33.239181469
811,51.2820512821,-871.794871795,-150.0,44.8473132529
812,51.2820512821,-769.230769231,-150.0,39.7666482828
813,51.2820512821,-666.666666667,-150.0,34.229096111
814,51.2820512821,-564.102564103,-150.0,30.1872503144
815,51.2820512821,-461.538461538,-150.0,27.0850666592
816,51.2820512821,-358.974358974,-150.0,24.3290520597
817,51.2820512821,-256.41025641,-150.0,21.4117250681
818,51.2820512821,-153.846153846,-150.0,18.2722969076
819,51.2820512821,-51.2820512821,-150.0,19.3217014108
820,51.2820512821,51.2820512821,-150.0,39.3678302625
821,51.2820512821,153.846153846,-150.0,36.8764415733
822,51.2820512821,256.41025641,-150.0,17.5431140334
823,51.2820512821,358.974358974,-150.0,17.4276372697
824,51.2820512821,461.538461538,-150.0,20.5443357003
825,51.2820512821,564.102564103,-150.0,23.1394887521
826,51.2820512821,666.666666667,-150.0,25.3680723429
827,51.2820512821,769.230769231,-150.0,27.6453814404
828,51.2820512821,871.794871795,-150.0,30.3464006268
829,51.2820512821,974.358974359,-150.0,33.8422611753
830,51.2820512821,1076.92307692,-150.0,38.4388158396
831,51.2820512821,1179.48717949,-150.0,43.9638770274
832,51.2820512821,1282.05128205,-150.0,48.3700259181
833,51.2820512821,1384.61538462,-150.0,43.3612063643
834,51.2820512821,1487.17948718,-150.0,13.5958524327
835,51.2820512821,1589.74358974,-150.0,-21.2975059299
836,51.2820512821,1692.30769231,-150.0,-31.163425081
837,51.2820512821,1794.87179487,-150.0,-28.8348928606
838,51.2820512821,1897.43589744,-150.0,-24.4034934491
839,51.2820512821,2000.0,-150.0,-20.3056111973
840,153.846153846,-2000.0,-150.0,-16.9955315895
841,153.846153846,-1897.43589744,-150.0,-20.6828508719
842,153.846153846,-1794.87179487,-150.0,-24.6888154338
843,153.846153846,-1692.30769231,-150.0,-26.2993992038
844,153.846153846,-1589.74358974,-150.0,-14.8968573438
845,153.846153846,-1487.17948718,-150.0,21.7420588858
846,153.846153846,-1384.61538462,-150.0,52.8127889983
847,153.846153846,-1282.05128205,-150.0,60.8569789029
848,153.846153846,-1179.48717949,-150.0,59.3140232766
849,153.846153846,-1076.92307692,-150.0,54.194686167
850,153.846153846,-974.358974359,-150.0,50.8956767415
851,153.846153846,-871.794871795,-150.0,44.8727325297
852,153.846153846,-769.230769231,-150.0,38.0582966173
853,153.846153846,-666.666666667,-150.0,33.0614389591
854,153.846153846,-564.102564103,-150.0,29.5229915464
855,153.846153846,-461.538461538,-150.0,26.7983570738
856,153.846153846,-358.974358974,-150.0,24.3926920576
857,153.846153846,-256.41025641,-150.0,21.8591280688
858,153.846153846,-153.846153846,-150.0,18.7648016245
859,153.846153846,-51.2820512821,-150.0,15.484237728
860,153.846153846,51.2820512821,-150.0,14.9398666487
861,153.846153846,153.846153846,-150.0,14.4334271211
862,153.846153846,256.41025641,-150.0,14.8940924657
863,153.846153846,358.974358974,-150.0,18.166158268
864,153.846153846,461.538461538,-150.0,21.0228778081
865,153.846153846,564.102564103,-150.0,23.1949282153
866,153.846153846,666.666666667,-150.0,25.1152346899
867,153.846153846,769.230769231,-150.0,27.1801197024
868,153.846153846,871.794871795,-150.0,29.7981968011
869,153.846153846,974.358974359,-150.0,33.5217382128
870,153.846153846,1076.92307692,-150.0,39.0375175308
871,153.846153846,1179.48717949,-150.0,46.3983500761
872,153.846153846,1282.05128205,-150.0,52.8127529244
873,153.846153846,1384.61538462,-150.0,48.8621210728
874,153.846153846,1487.17948718,-150.0,18.8785525188
875,153.846153846,1589.74358974,-150.0,-17.4618075322
876,153.846153846,1692.30769231,-150.0,-29.4472129772
877,153.846153846,1794.87179487,-150.0,-28.7307336547
878,153.846153846,1897.43589744,-150.0,-24.9715145822
879,153.846153846,2000.0,-150.0,-20.9854859222
880,256.41025641,-2000.0,-150.0,-17.1274419731
881,256.41025641,-1897.43589744,-150.0,-20.8776898371
882,256.41025641,-1794.87179487,-150.0,-24.9827917513
883,256.41025641,-1692.30769231,-150.0,-26.756493968
884,256.41025641,-1589.74358974,-150.0,-15.6364545807
885,256.41025641,-1487.17948718,-150.0,20.4891209126
886,256.41025641,-1384.61538462,-150.0,50.6280876997
887,256.41025641,-1282.05128205,-150.0,57.3878618718
888,256.41025641,-1179.48717949,-150.0,56.2745511737
889,256.41025641,-1076.92307692,-150.0,52.9843013584
890,256.41025641,-974.358974359,-150.0,47.4244390533
891,256.41025641,-871.794871795,-150.0,41.052122472
892,256.41025641,-769.230769231,-150.0,35.7360866428
893,256.41025641,-666.666666667,-150.0,31.8106847919
894,256.41025641,-564.102564103,-150.0,28.8991517522
895,256.41025641,-461.538461538,-150.0,26.603577004
896,256.41025641,-358.974358974,-150.0,24.607640568
897,256.41025641,-256.41025641,-150.0,22.6291782812
898,256.41025641,-153.846153846,-150.0,20.3928787786
899,256.41025641,-51.2820512821,-150.0,17.8107797447
900,256.41025641,51.2820512821,-150.0,15.6606847549
901,256.41025641,153.846153846,-150.0,15.5602617813
902,256.41025641,256.41025641,-150.0,17.5010191077
903,256.41025641,358.974358974,-150.0,19.8231288857
904,256.41025641,461.538461538,-150.0,21.7354146285
905,256.41025641,564.102564103,-150.0,23.3197189108
906,256.41025641,666.666666667,-150.0,24.8389253608
907,256.41025641,769.230769231,-150.0,26.586411349
908,256.41025641,871.794871795,-150.0,29.0064901896
909,256.41025641,974.358974359,-150.0,33.0480574946
910,256.41025641,1076.92307692,-150.0,40.8126188203
911,256.41025641,1179.48717949,-150.0,54.4646927751
912,256.41025641,1282.05128205,-150.0,68.3323082404
913,256.41025641,1384.61538462,-150.0,67.6878896525
914,256.41025641,1487.17948718,-150.0,37.1430937311
915,256.41025641,1589.74358974,-150.0,-3.83192350635
916,256.41025641,1692.30769231,-150.0,-23.6933758672
917,256.41025641,1794.87179487,-150.0,-28.1666877314
918,256.41025641,1897.43589744,-150.0,-25.8721527862
919,256.41025641,2000.0,-150.0,-21.9579189235
920,358.974358974,-2000.0,-150.0,-17.2197839906
921,358.974358974,-1897.43589744,-150.0,-21.0278893773
922,358.974358974,-1794.87179487,-150.0,-25.2246764253
923,358.974358974,-1692.30769231,-150.0,-27.1482796241
924,358.974358974,-1589.74358974,-150.0,-16.2836313427
925,358.974358974,-1487.17948718,-150.0,19.3873030277
926,358.974358974,-1384.61538462,-150.0,48.696768046
927,358.974358974,-1282.05128205,-150.0,54.0231108467
928,358.974358974,-1179.48717949,-150.0,51.0214878626
929,358.974358974,-1076.92307692,-150.0,46.6655437621
930,358.974358974,-974.358974359,-150.0,42.031012847
931,358.974358974,-871.794871795,-150.0,37.5748925876
932,358.974358974,-769.230769231,-150.0,33.78162627
933,358.974358974,-666.666666667,-150.0,30.770397217
934,358.974358974,-564.102564103,-150.0,28.4054821794
935,358.974358974,-461.538461538,-150.0,26.4969244806
936,358.974358974,-358.974358974,-150.0,24.8727838793
937,358.974358974,-256.41025641,-150.0,23.3891470812
938,358.974358974,-153.846153846,-150.0,21.9475744951
939,358.974358974,-51.2820512821,-150.0,20.5824375438
940,358.974358974,51.2820512821,-150.0,19.6142095517
941,358.974358974,153.846153846,-150.0,19.5038792358
942,358.974358974,256.41025641,-150.0,20.2260022848
943,358.974358974,358.974358974,-150.0,21.289900673
944,358.974358974,461.538461538,-150.0,22.36420798
945,358.974358974,564.102564103,-150.0,23.3997566645
946,358.974358974,666.666666667,-150.0,24.4826783647
947,358.974358974,769.230769231,-150.0,25.7936758985
948,358.974358974,871.794871795,-150.0,27.7722215534
949,358.974358974,974.358974359,-150.0,31.8771490418
950,358.974358974,1076.92307692,-150.0,43.6260626504
951,358.974358974,1179.48717949,-150.0,76.2214640897
952,358.974358974,1282.05128205,-150.0,115.149358174
953,358.974358974,1384.61538462,-150.0,122.357242495
954,358.974358974,1487.17948718,-150.0,90.769991038
955,358.974358974,1589.74358974,-150.0,37.7993308202
956,358.974358974,1692.30769231,-150.0,-9.02813148792
957,358.974358974,1794.87179487,-150.0,-27.7104370661
958,358.974358974,1897.43589744,-150.0,-27.5299642498
959,358.974358974,2000.0,-150.0,-23.3396049716
960,461.538461538,-2000.0,-150.0,-17.2637058927
961,461.538461538,-1897.43589744,-150.0,-21.1202664723
962,461.538461538,-1794.87179487,-150.0,-25.3933612891
963,461.538461538,-1692.30769231,-150.0,-27.4377350902
964,461.538461538,-1589.74358974,-150.0,-16.7666780497
965,461.538461538,-1487.17948718,-150.0,18.5909134643
966,461.538461538,-1384.61538462,-150.0,47.4021334687
967,461.538461538,-1282.05128205,-150.0,52.0091341125
968,461.538461538,-1179.48717949,-150.0,48.2230906529
969,461.538461538,-1076.92307692,-150.0,43.4892087486
970,461.538461538,-974.358974359,-150.0,39.2205050368
971,461.538461538,-871.794871795,-150.0,35.5662896885
972,461.538461538,-769.230769231,-150.0,32.5321976615
973,461.538461538,-666.666666667,-150.0,30.0712092132
974,461.538461538,-564.102564103,-150.0,28.0884776257
975,461.538461538,-461.538461538,-150.0,26.4750964628
976,461.538461538,-358.974358974,-150.0,25.1328805725
977,461.538461538,-256.41025641,-150.0,23.9868294688
978,461.538461538,-153.846153846,-150.0,22.9995511898
979,461.538461538,-51.2820512821,-150.0,22.1961706051
980,461.538461538,51.2820512821,-150.0,21.6750621531
981,461.538461538,153.846153846,-150.0,21.5376908072
982,461.538461538,256.41025641,-150.0,21.7654380952
983,461.538461538,358.974358974,-150.0,22.2242687549
